PlayerId,Name,Team,Age,G,PA,AB,H,BB,HBP,HR,R,RBI,SB,OBP,SLG,wOBA,wRC+,WAR
18401,Ronald Acuña Jr.,ATL,25,158,734,642,217,80,9,41,149,106,73,0.416893732,0.596573208,0.428109547,170.6260232,8.283322075
13611,Mookie Betts,LAD,30,151,689,581,178,95,8,39,126,107,14,0.407837445,0.580034423,0.416546278,166.5808617,8.187309878
5361,Freddie Freeman,LAD,33,160,725,633,211,72,15,29,131,102,23,0.411034482,0.570300157,0.412373916,163.7861193,7.92185001
19755,Shohei Ohtani,LAA,28,135,599,497,151,91,3,44,102,95,20,0.412457912,0.653923541,0.4333881,179.5377184,6.619087604
14344,Matt Olson,ATL,29,161,719,607,171,104,4,54,127,137,1,0.388038942,0.602965403,0.412011913,159.8434633,6.617924223
12533,Marcus Semien,TEX,32,161,749,666,185,72,5,29,122,100,14,0.350267379,0.48048048,0.356072422,125.566718,6.307487911
13624,Corey Seager,TEX,29,118,532,473,156,49,4,33,88,96,2,0.392857142,0.627906976,0.421706965,171.0804215,6.145881854
23697,Julio Rodríguez,SEA,22,154,711,651,180,47,11,32,102,103,37,0.334739803,0.486943164,0.348875727,127.03603,5.955749994
25878,Corbin Carroll,ARI,22,155,645,565,161,57,13,25,116,76,54,0.361502347,0.50619469,0.37021638,132.9117398,5.908656252
12916,Francisco Lindor,NYM,29,159,684,600,153,65,12,31,108,98,31,0.336257309,0.471666666,0.3459728,121.4554321,5.889489627
25764,Bobby Witt Jr.,KCR,23,157,690,637,175,40,4,30,96,96,49,0.317851959,0.491365777,0.341667676,113.6287568,5.727855766
20123,Juan Soto,SDP,24,161,707,568,156,131,2,35,97,109,12,0.409348441,0.519366197,0.394384334,154.6168109,5.526733906
20503,William Contreras,MIL,25,140,608,538,156,62,5,17,85,78,5,0.36738056,0.459107806,0.357870326,124.5824329,5.421438783
15640,Aaron Judge,NYY,31,106,458,367,98,88,0,37,79,75,3,0.406113537,0.613079019,0.420276848,174.4525459,5.214080324
13510,José Ramírez,CLE,30,155,687,607,171,73,1,24,87,80,28,0.356622998,0.476112026,0.346535626,123.3582167,5.210705159
18360,Austin Riley,ATL,26,158,710,631,177,59,9,37,116,97,3,0.345070422,0.515055467,0.362215953,126.4890024,5.156468444
26288,Adley Rutschman,BAL,25,153,683,585,162,91,2,20,84,79,1,0.373352855,0.435897435,0.351348517,126.8308493,5.001218093
18314,Dansby Swanson,CHC,29,147,638,565,138,66,5,22,81,80,9,0.327586206,0.415929203,0.324583769,103.6057101,4.977910864
20043,Luis Robert Jr.,CHW,25,145,595,546,144,30,12,38,90,80,20,0.315254237,0.542124542,0.358041615,128.1203996,4.970077308
18345,Kyle Tucker,HOU,26,156,669,570,161,80,3,29,95,111,30,0.36858006,0.512280701,0.370459687,138.6723763,4.921416356
15491,J.P. Crawford,SEA,28,144,635,531,142,94,5,19,94,65,2,0.381329113,0.440677966,0.360692029,135.2299421,4.909697309
19287,Adolis García,TEX,30,147,629,552,135,65,6,39,108,107,9,0.327503974,0.509057971,0.354376761,124.3908766,4.873699566
26289,Gunnar Henderson,BAL,22,149,618,557,143,55,3,28,100,82,10,0.325242718,0.491921005,0.34679952,123.6763867,4.773748538
16578,Yandy Díaz,TBR,31,137,600,525,173,65,8,22,95,78,0,0.41,0.521904761,0.401676965,163.9175881,4.697119766
21534,Cal Raleigh,SEA,26,144,566,510,119,54,1,30,78,75,0,0.307420494,0.458823529,0.32785085,112.4565117,4.672158587
21479,Nico Hoerner,CHC,26,150,688,619,175,49,14,9,98,68,43,0.34643377,0.382875605,0.322096097,101.9394114,4.658000674
23667,Wander Franco,TBR,22,112,491,442,124,42,3,17,65,58,30,0.344195519,0.475113122,0.348808204,127.2562055,4.542261523
19556,Yordan Alvarez,HOU,26,113,492,407,119,68,13,31,76,97,0,0.406504065,0.584766584,0.415585306,169.9643448,4.484129546
27506,Ha-Seong Kim,SDP,27,151,621,534,140,75,3,17,84,59,38,0.353896103,0.400749063,0.332655086,113.2691632,4.444209251
12927,Brandon Nimmo,NYM,30,152,682,592,162,74,11,24,89,68,3,0.362701908,0.466216216,0.358725777,129.9976648,4.408718087
12161,Xander Bogaerts,SDP,30,154,663,594,169,56,7,19,83,58,19,0.349924585,0.439393939,0.342462025,119.8380731,4.400384717
19709,Fernando Tatis Jr.,SDP,24,140,634,574,148,53,3,25,91,78,29,0.322274881,0.449477351,0.332207192,112.9691539,4.339810118
20036,Isaac Paredes,TBR,24,142,566,489,122,56,20,31,69,98,1,0.349823321,0.486707566,0.360779622,135.5576815,4.325974673
19522,TJ Friedl,CIN,27,138,556,488,136,47,10,18,73,66,27,0.352189781,0.467213114,0.352640008,116.2883978,4.2964605
24770,James Outman,LAD,26,150,563,480,119,67,12,23,85,69,15,0.351687388,0.4375,0.343899171,117.9201852,4.270786758
19197,Will Smith,LAD,28,125,549,460,119,63,14,19,79,76,3,0.35701275,0.436956521,0.343474009,117.6354017,4.249641349
19352,Sean Murphy,ATL,28,108,438,370,93,49,18,21,65,68,0,0.365296803,0.478378378,0.366112397,129.0989286,4.192374938
13613,Ketel Marte,ARI,29,150,650,569,157,71,5,25,94,82,8,0.358461538,0.485061511,0.360767936,126.5829579,4.161621148
17678,Alex Bregman,HOU,29,160,720,618,161,92,8,24,101,96,3,0.3625,0.432038834,0.348099965,123.1672215,4.104527508
15998,Cody Bellinger,CHC,27,130,556,499,153,40,5,26,95,97,20,0.356115107,0.5250501,0.370149333,134.1265563,4.103182751
16930,Jonah Heim,TEX,28,130,498,454,117,40,1,18,61,95,2,0.317269076,0.438325991,0.323998213,103.3251369,4.069191278
5417,Jose Altuve,HOU,33,89,406,356,111,44,5,17,75,51,14,0.394088669,0.525280898,0.394612556,155.4209738,4.062596604
16556,Ozzie Albies,ATL,26,147,655,593,165,44,8,33,93,109,13,0.332312404,0.512647554,0.356204367,122.4623059,3.995843203
11477,Christian Yelich,MIL,31,143,629,548,152,77,3,19,105,76,27,0.368839427,0.447080291,0.352550745,121.0192572,3.990062358
19599,Chas McCormick,HOU,28,114,453,399,110,40,11,22,59,70,19,0.35619469,0.493734335,0.365180524,135.0115866,3.978772319
25931,Michael Harris II,ATL,22,137,534,500,146,25,5,18,76,55,20,0.330206378,0.476,0.343904789,114.2237701,3.883548864
16426,Thairo Estrada,SFG,27,119,526,492,134,22,10,14,63,49,23,0.315589353,0.418699186,0.317287294,101.4207639,3.858007153
16252,Trea Turner,PHI,30,155,691,639,170,45,6,26,102,76,30,0.319826338,0.458528951,0.333100557,107.7460687,3.839154333
13419,Christian Walker,ARI,32,157,661,582,150,62,8,33,86,103,11,0.333333333,0.496563573,0.350976788,120.0246253,3.8347779
19612,Bo Bichette,TOR,25,134,596,567,174,26,2,20,68,73,5,0.338926174,0.472663139,0.348513923,124.206895,3.77832275
19953,Josh Lowe,TBR,25,134,497,462,135,31,1,20,70,82,32,0.336016096,0.5,0.354304737,131.0677284,3.695379621
19950,Andrés Giménez,CLE,24,153,616,557,140,32,20,15,76,62,30,0.31372549,0.398563734,0.309094503,97.3949957,3.677904347
26294,Bryson Stott,PHI,25,150,635,581,161,38,7,15,77,61,31,0.324921135,0.414802065,0.319567573,98.68137002,3.658154692
9218,Paul Goldschmidt,STL,35,154,687,593,159,87,3,25,89,80,11,0.36297376,0.446880269,0.350109618,121.9906218,3.582788655
17919,Ian Happ,CHC,28,158,691,580,144,99,6,21,86,84,14,0.360347322,0.431034482,0.345219516,117.4280004,3.494847268
11493,Manny Machado,SDP,30,138,601,543,140,50,2,30,75,91,3,0.319467554,0.462246777,0.33383738,114.0610904,3.4688032
16505,Matt Chapman,TOR,30,140,581,509,122,62,8,17,66,54,4,0.330464716,0.424361493,0.328323715,110.2061705,3.432537616
18568,Luis Arraez,MIA,26,147,617,574,203,35,4,10,71,69,3,0.392857142,0.468641114,0.368882854,131.9032621,3.406933929
19290,Randy Arozarena,TBR,28,151,654,551,140,80,18,23,95,83,22,0.363914373,0.424682395,0.346540534,125.6837094,3.362903218
15986,Willy Adames,MIL,27,148,635,551,119,70,6,24,73,80,5,0.308056872,0.406533575,0.31033269,92.74064798,3.35562609
16997,Gleyber Torres,NYY,26,158,672,596,163,67,3,25,90,68,13,0.34672619,0.453020134,0.345460463,122.5717741,3.350545816
21454,Lars Nootbaar,STL,25,116,499,422,111,72,1,14,74,46,11,0.369477911,0.421800947,0.346932611,119.8625906,3.345558415
20529,Nolan Jones,COL,25,105,420,364,108,52,3,19,59,61,19,0.388095238,0.535714285,0.392246616,132.8713909,3.314002047
13621,Jeimer Candelario,- - -,29,139,572,501,126,53,13,22,77,70,8,0.336252189,0.473053892,0.346689222,117.3039983,3.299416496
11579,Bryce Harper,PHI,30,126,546,457,134,80,5,21,84,72,11,0.401098901,0.498905908,0.384167352,141.9517637,3.292158624
18577,Ke'Bryan Hayes,PIT,26,124,525,494,135,28,0,15,65,63,10,0.31047619,0.455465587,0.3258173,101.9286281,3.22767156
29695,Matt McLain,CIN,23,89,403,365,106,31,7,16,65,50,14,0.357320099,0.506849315,0.37016769,128.0288356,3.222318825
30116,Seiya Suzuki,CHC,28,138,583,515,147,59,2,20,75,74,6,0.3567753,0.485436893,0.358398376,126.2554992,3.181517506
12552,Eugenio Suárez,SEA,31,161,691,595,138,70,15,22,67,96,2,0.322720694,0.391596638,0.313336416,102.3916039,3.171553537
20202,Brandon Marsh,PHI,25,132,467,399,110,59,4,11,57,56,10,0.371244635,0.451127819,0.355853325,122.9863876,3.157278936
17350,Rafael Devers,BOS,26,152,654,579,157,61,11,33,90,99,4,0.350152905,0.500863557,0.359139507,123.8103377,3.116480158
10155,Mike Trout,LAA,31,82,362,308,81,45,7,18,54,44,2,0.367403314,0.49025974,0.367783019,134.0444446,2.972055799
13301,Max Muncy,LAD,32,134,575,479,102,84,6,36,94,105,1,0.333913043,0.478079331,0.345381738,118.9132423,2.963344321
10324,Marcell Ozuna,ATL,32,143,587,527,143,56,2,38,82,96,0,0.34241908,0.546489563,0.374853301,134.9537841,2.914501358
29766,Zack Gelof,OAK,23,68,295,265,72,26,3,14,40,32,14,0.342372881,0.513207547,0.36296223,137.2522573,2.909780526
24610,Steven Kwan,CLE,25,157,714,634,171,70,3,5,93,54,21,0.342215988,0.372239747,0.314783621,101.3400649,2.842654715
27478,Patrick Bailey,SFG,24,97,353,326,76,21,3,7,29,48,1,0.284900284,0.358895705,0.281740757,77.61088871,2.831856019
19251,Pete Alonso,NYM,28,153,654,564,123,65,21,46,92,118,4,0.319571865,0.507092198,0.347771671,122.660357,2.805996784
18882,Brandon Lowe,TBR,28,109,436,377,87,50,6,21,58,68,7,0.327981651,0.442970822,0.333865577,116.894371,2.796823861
27534,Edouard Julien,MIN,24,108,403,334,88,63,2,16,60,36,3,0.380597014,0.461077844,0.36654137,136.4475433,2.745528682
14551,Anthony Santander,BAL,28,152,652,587,151,55,6,28,81,95,5,0.325153374,0.473594548,0.341103441,119.7264897,2.734501588
22799,Geraldo Perdomo,ARI,23,143,492,404,100,64,6,6,71,47,16,0.355648535,0.361386138,0.321047531,99.977332,2.7240565
22244,Jack Suwinski,PIT,24,143,530,443,99,75,6,26,63,72,13,0.339622641,0.453724604,0.341395226,112.3630759,2.707540725
21636,Jeremy Peña,HOU,25,149,630,574,151,42,9,10,81,51,13,0.322683706,0.381533101,0.309026298,96.07192672,2.706544394
26121,Francisco Alvarez,NYM,21,122,421,380,80,34,6,25,51,63,2,0.285035629,0.439473684,0.311082071,98.08483221,2.703822816
17452,Jose Siri,TBR,27,101,364,338,75,20,2,25,58,56,12,0.26721763,0.49408284,0.318560882,106.2814626,2.695280475
24618,Ryan Jeffers,MIN,26,95,330,281,77,33,10,14,45,43,3,0.368098159,0.491103202,0.369103974,138.2245585,2.677083676
9777,Nolan Arenado,STL,32,144,612,560,149,41,3,26,71,93,3,0.315359477,0.458928571,0.327211526,106.6529618,2.62045207
19354,Luke Raley,TBR,28,118,406,357,89,28,18,19,56,49,14,0.333333333,0.490196078,0.352468701,129.7945451,2.614820328
12144,Max Kepler,MIN,30,129,489,436,113,45,4,24,71,66,1,0.331288343,0.483944954,0.3479602,123.5625919,2.5880769
26299,Josh Jung,TEX,25,121,512,475,127,30,5,23,75,70,1,0.31640625,0.469473684,0.336074569,111.6993811,2.582954708
21865,Bo Naylor,CLE,23,66,226,194,47,30,1,11,33,32,5,0.345132743,0.479381443,0.352915403,127.7822177,2.528566484
22263,Nolan Gorman,STL,23,119,464,406,96,53,3,27,59,76,7,0.327586206,0.477832512,0.344451616,118.2007643,2.514401839
15362,Jeff McNeil,NYM,31,156,648,585,158,39,18,10,75,55,10,0.333333333,0.377777777,0.314140461,100.1334113,2.511057143
16939,Lane Thomas,WSN,27,156,676,622,164,36,11,28,99,86,20,0.312130177,0.464630225,0.331123014,106.4537059,2.50452763
22275,Jake Burger,- - -,27,141,540,492,122,32,12,34,71,80,1,0.307407407,0.516260162,0.347298763,119.2207304,2.447564228
5827,Wilmer Flores,SFG,31,126,454,405,115,41,5,23,51,60,0,0.35462555,0.508641975,0.367927968,135.3410333,2.436878424
18839,Josh Naylor,CLE,26,120,491,448,137,33,3,17,52,97,10,0.352342158,0.486607142,0.351997238,127.1455242,2.428073173
20437,Royce Lewis,MIN,24,58,239,217,67,20,2,15,36,52,6,0.372384937,0.548387096,0.392612674,154.5264626,2.421626498
17338,Willi Castro,MIN,26,123,404,355,91,32,12,9,60,34,33,0.335820895,0.411267605,0.325704585,108.1296294,2.407433795
11609,Willson Contreras,STL,31,125,495,428,113,51,13,20,55,67,6,0.358299595,0.467289719,0.35792315,127.2243025,2.399034189
24617,Jarren Duran,BOS,26,102,362,332,98,24,3,8,46,40,24,0.346260387,0.48192771,0.353555269,119.9379965,2.360345109
13185,Orlando Arcia,ATL,28,138,529,484,128,39,3,17,66,64,1,0.321361058,0.421487603,0.322032521,99.57323033,2.292734485
6184,J.D. Martinez,LAD,35,112,474,427,117,34,2,33,61,103,1,0.324152542,0.578454332,0.373181407,137.5340893,2.29088632
12037,Jon Berti,MIA,33,132,422,386,115,29,2,7,53,33,16,0.347619047,0.409326424,0.328727139,105.0060551,2.288154937
18900,Leody Taveras,TEX,24,142,551,508,136,35,1,14,67,67,14,0.313868613,0.423228346,0.317592655,98.88325822,2.274538123
19326,Bryan Reynolds,PIT,28,145,640,574,151,53,7,24,85,84,12,0.3296875,0.459930313,0.337535813,109.7779534,2.255062298
25976,Riley Greene,DET,22,99,416,378,109,35,1,11,51,37,7,0.348557692,0.447089947,0.344244881,119.3216439,2.252138455
10264,Brandon Belt,TOR,35,102,399,334,84,61,2,18,52,42,0,0.368421052,0.482035928,0.366366276,136.5864539,2.225957014
12856,George Springer,TOR,33,154,683,613,158,60,5,21,87,72,20,0.327459618,0.404567699,0.319661959,104.1997511,2.220681092
23401,José Caballero,SEA,26,103,279,230,51,28,17,4,37,26,26,0.344086021,0.32173913,0.305573857,97.00872477,2.216974276
15161,Mitch Garver,TEX,32,86,340,292,80,44,3,19,45,50,0,0.374631268,0.506849315,0.378600263,141.1884538,2.210724681
4940,Jason Heyward,LAD,33,124,377,334,90,34,3,15,56,40,2,0.339572192,0.473053892,0.347671228,120.4467943,2.20896092
19452,Jake Rogers,DET,28,106,361,328,73,27,3,21,47,49,1,0.286111111,0.448170731,0.313596385,98.06871091,2.199522279
18126,LaMonte Wade Jr.,SFG,29,134,515,425,110,76,6,17,64,45,2,0.375733855,0.42117647,0.349829111,123.2180093,2.188984476
16219,J.D. Davis,SFG,30,144,546,480,119,52,6,18,61,69,1,0.325367647,0.4125,0.321182569,104.0299071,2.176015436
25961,Kerry Carpenter,DET,25,117,455,415,115,31,8,20,56,63,6,0.338461538,0.472289156,0.346687685,121.0155854,2.169176709
19363,Austin Hays,BAL,27,144,566,520,143,38,3,16,76,67,5,0.325088339,0.444230769,0.329951356,111.9931734,2.166825461
19918,Daulton Varsho,TOR,26,157,576,522,115,45,4,20,65,60,16,0.285714285,0.390804597,0.293522817,86.07379019,2.151086015
11615,Brandon Drury,LAA,30,124,518,481,124,25,7,24,58,80,0,0.301158301,0.48024948,0.330754939,108.3676448,2.145615502
19566,Nathaniel Lowe,TEX,27,160,721,620,163,93,5,17,89,82,1,0.361997226,0.416129032,0.341636221,115.5560598,2.118395266
19470,Tommy Edman,STL,28,136,524,475,117,35,7,13,68,47,26,0.305182341,0.397894736,0.304487022,91.43157459,2.117961022
25768,CJ Abrams,WSN,22,150,608,557,136,32,13,18,82,63,45,0.299173553,0.412926391,0.306352545,89.86188547,2.110231381
11038,Kevin Kiermaier,TOR,33,129,408,370,98,29,4,8,58,36,14,0.321867321,0.418918918,0.319981966,104.4216571,2.085179208
26323,Spencer Steer,CIN,25,156,665,582,158,68,11,23,74,86,15,0.356390977,0.463917525,0.354789508,117.7281816,2.068061025
23312,Ryan Noda,OAK,27,127,491,402,92,77,10,16,63,54,3,0.364562118,0.407960199,0.342656978,123.1717574,2.066502332
24679,Brendan Donovan,STL,26,95,371,327,93,33,9,11,48,34,5,0.364864864,0.422018348,0.344576693,118.2845438,2.062504988
23003,Yainer Diaz,HOU,24,103,376,354,100,11,5,23,51,60,0,0.308510638,0.539548022,0.354388847,127.528192,2.055118723
19238,Lourdes Gurriel Jr.,ARI,29,144,588,547,142,33,6,24,65,81,5,0.307823129,0.460694698,0.327906053,104.5713252,2.054411137
17027,Alex Verdugo,BOS,27,141,599,543,143,45,6,13,80,54,4,0.323873121,0.421731123,0.321955708,98.02555522,2.044169328
27647,Anthony Volpe,NYY,22,158,597,537,112,52,5,21,62,60,24,0.283557046,0.383612662,0.290669532,84.57747886,2.003821083
22715,Maikel Garcia,KCR,23,122,511,460,126,38,2,4,59,50,23,0.325490196,0.360869565,0.301057547,85.46801602,1.992483988
16535,Danny Jansen,TOR,28,86,301,268,61,23,10,17,38,53,0,0.312292358,0.473880597,0.336229824,115.6885933,1.981248287
19858,Luis Rengifo,LAA,26,126,445,394,104,41,6,16,55,51,6,0.339325842,0.444162436,0.338783432,113.934933,1.944725749
14221,Jorge Soler,MIA,31,137,580,504,126,66,6,36,77,75,1,0.34137931,0.511904761,0.360600667,126.3556658,1.893321375
13757,Chris Taylor,LAD,32,116,382,337,80,41,3,15,51,56,16,0.324607329,0.421364985,0.323237946,104.0808288,1.887875464
20454,Jazz Chisholm Jr.,MIA,25,97,384,353,89,26,2,19,51,52,22,0.305483028,0.461756373,0.327532859,104.2060993,1.88151567
17929,Cedric Mullins,BAL,28,115,452,401,94,43,1,15,51,74,19,0.307349665,0.418952618,0.312680107,100.0165758,1.85651195
16530,Mauricio Dubón,HOU,28,131,491,466,130,19,3,10,76,46,7,0.309572301,0.412017167,0.311150627,97.54502454,1.849801107
10950,Adam Duvall,BOS,34,92,353,320,79,22,6,21,45,58,4,0.303116147,0.53125,0.3473191,115.6135789,1.846828697
26466,Matt Wallner,MIN,25,75,252,211,53,28,13,14,42,41,2,0.373015873,0.511848341,0.379870192,145.6902987,1.84110191
23565,Davis Schneider,TOR,24,34,136,112,30,20,4,8,21,20,1,0.397058823,0.589285714,0.415875609,170.9182703,1.829160867
2967,Tommy Pham,- - -,35,129,481,426,109,47,2,16,55,68,22,0.328482328,0.446009389,0.332067945,110.00996,1.825711497
25807,Jared Triolo,PIT,25,53,205,178,54,23,3,3,29,21,6,0.390243902,0.404494382,0.353420526,120.4178939,1.824743854
14854,Mike Yastrzemski,SFG,32,105,377,327,77,44,3,15,54,43,2,0.330666666,0.449541284,0.334577194,113.0019298,1.79198963
11281,Whit Merrifield,TOR,34,144,587,542,149,36,3,11,66,67,26,0.320272572,0.385608856,0.30667727,95.19563089,1.786669058
14813,Kyle Farmer,MIN,32,119,364,332,85,22,8,11,49,46,2,0.315934065,0.409638554,0.315615459,101.133413,1.747094174
13066,Teoscar Hernández,SEA,30,160,678,625,161,38,8,26,70,93,7,0.305309734,0.4352,0.316450623,104.5511237,1.74153825
16572,Connor Joe,PIT,30,132,468,410,100,49,8,11,62,42,3,0.335470085,0.41707317,0.329189141,104.1871635,1.741171235
22664,Gabriel Moreno,ARI,23,111,380,341,97,29,3,7,33,50,6,0.339473684,0.407624633,0.324611324,102.3644414,1.736312066
22514,Triston Casas,BOS,23,132,502,429,113,70,1,24,66,65,0,0.366533864,0.489510489,0.367242278,129.4291338,1.733071906
11442,Gary Sánchez,- - -,30,75,267,240,52,21,4,19,33,47,0,0.288389513,0.491666666,0.329398314,111.068454,1.72080707
19627,Brent Rooker,OAK,28,136,522,460,111,48,10,29,60,68,4,0.323754789,0.476086956,0.341593104,122.4340232,1.708533138
5517,Kyle Higashioka,NYY,33,91,256,238,56,14,0,10,24,34,0,0.274509803,0.411764705,0.292944877,86.15529733,1.705969916
2396,Carlos Santana,- - -,37,145,616,547,132,65,0,23,78,86,6,0.319805194,0.431444241,0.324837303,101.7008135,1.699500701
15274,Mike Tauchman,CHC,32,107,397,334,84,55,4,8,64,48,7,0.361111111,0.374251497,0.328401203,106.1627139,1.689321837
14387,Harold Ramírez,TBR,28,121,429,396,123,22,5,12,56,67,5,0.349650349,0.457070707,0.346865002,125.9087086,1.675721314
18373,Ryan Mountcastle,BAL,26,114,468,421,114,37,3,18,64,68,3,0.329059829,0.45368171,0.334635591,115.2414158,1.673228203
22581,Alejandro Kirk,TOR,24,123,422,372,93,42,6,8,34,43,0,0.334123222,0.357526881,0.308086025,96.17251986,1.670442731
20308,Jake Meyers,HOU,27,111,341,309,70,26,5,10,42,33,5,0.296187683,0.381877022,0.296680001,87.51049406,1.669142701
11489,Michael A. Taylor,MIN,32,129,388,355,78,26,3,21,48,51,13,0.277922077,0.442253521,0.307480422,95.49224182,1.656657917
21853,Will Benson,CIN,25,107,325,283,76,40,1,11,50,31,18,0.36,0.494699646,0.365732341,125.0579384,1.656231604
24064,Ezequiel Tovar,COL,21,152,611,577,147,25,4,15,79,73,11,0.288998357,0.410745233,0.300392112,71.34516492,1.651496216
18819,Andy Ibáñez,DET,30,113,379,352,93,24,1,11,42,40,1,0.312169312,0.43465909,0.321434497,103.5039813,1.601214553
18564,Trent Grisham,SDP,26,152,550,465,92,74,5,13,67,50,14,0.313761467,0.352688172,0.298654416,90.49474504,1.584241347
26668,Elly De La Cruz,CIN,21,97,423,384,90,35,2,13,67,43,35,0.300947867,0.408854166,0.304463926,84.01896764,1.55165439
13152,Jorge Polanco,MIN,29,80,343,302,77,36,2,14,38,48,4,0.335276967,0.453642384,0.340074036,118.0940002,1.547087571
19956,Mickey Moniak,LAA,25,85,323,311,87,9,3,14,35,45,6,0.306501547,0.495176848,0.339016471,114.0965319,1.535176166
16442,Ryan O'Hearn,BAL,29,111,366,344,100,15,3,14,48,60,5,0.323287671,0.482558139,0.341021524,119.6696855,1.534630643
17548,Taylor Ward,LAA,29,97,409,356,90,39,8,14,60,47,4,0.334963325,0.421348314,0.329003017,107.1527897,1.530725086
11445,Mark Canha,- - -,34,138,504,432,113,49,17,11,50,61,11,0.35515873,0.400462962,0.333020219,110.8728108,1.526344298
21840,Freddy Fermin,KCR,28,70,235,217,61,13,1,9,26,32,0,0.32051282,0.460829493,0.333277092,107.8103794,1.49090386
16478,Kyle Schwarber,PHI,30,159,718,583,115,126,6,47,108,104,0,0.344011142,0.475128644,0.351008701,119.7413491,1.471497698
12155,Eddie Rosario,ATL,31,141,511,473,121,34,1,21,63,74,3,0.305882352,0.450317124,0.322922445,100.1693212,1.451832474
11739,J.T. Realmuto,PHI,32,135,540,489,123,35,9,20,70,63,16,0.310408921,0.45194274,0.323927325,101.6016307,1.449156582
19260,Jake Fraley,CIN,28,111,380,336,86,37,6,15,41,65,21,0.339473684,0.44345238,0.338403998,106.7527962,1.44088559
27465,Spencer Torkelson,DET,23,158,680,603,140,66,6,31,88,94,3,0.311764705,0.446102819,0.325245458,106.1466597,1.399464144
19913,Jesús Sánchez,MIA,25,124,398,356,90,38,2,14,43,52,3,0.327455919,0.452247191,0.33504106,109.2352624,1.379680608
24336,Johan Rojas,PHI,22,58,160,145,44,5,4,2,23,22,14,0.344155844,0.420689655,0.333699885,108.1475122,1.348989379
22558,Jarred Kelenic,SEA,23,104,413,369,93,41,1,11,44,49,13,0.326876513,0.4200542,0.320958612,107.6771496,1.332537608
29622,Sal Frelick,MIL,23,56,222,191,47,27,1,3,29,24,7,0.337837837,0.35078534,0.307618999,90.92295679,1.3303537
21897,Christopher Morel,CHC,24,106,425,384,94,36,2,26,62,70,6,0.311320754,0.5078125,0.346205614,118.0885114,1.312947099
5235,Justin Turner,BOS,38,145,623,555,154,51,11,23,86,96,4,0.34670947,0.457657657,0.347270918,115.5801673,1.293661791
21780,Esteury Ruiz,OAK,24,131,492,445,113,19,16,5,47,46,66,0.307692307,0.346067415,0.289206256,86.1068187,1.27114696
15112,Ryan McMahon,COL,28,151,623,551,133,68,1,23,80,70,5,0.32423756,0.433756805,0.326979221,89.15381272,1.255945967
9847,Andrew McCutchen,PIT,36,112,473,390,100,75,4,12,55,43,11,0.378435517,0.397435897,0.345259375,114.95137,1.232904049
17232,Yoán Moncada,CHW,28,92,357,334,87,20,2,11,39,40,1,0.305322128,0.4251497,0.314791591,98.1290463,1.230665702
19273,Stone Garrett,WSN,27,89,271,234,63,26,3,9,40,40,3,0.343283582,0.457264957,0.343629948,114.8311338,1.21660205
19392,Zach McKinstry,DET,28,148,518,464,107,44,5,9,60,35,16,0.302325581,0.351293103,0.288933928,80.96674462,1.213275756
8709,Elvis Andrus,CHW,34,111,401,369,94,25,4,6,38,44,12,0.3075,0.363143631,0.293712645,83.5120342,1.196885744
21523,Jonathan India,CIN,26,119,529,454,111,52,16,17,78,61,14,0.338374291,0.407488986,0.327254552,99.28464454,1.179126002
8623,Donovan Solano,MIN,35,133,444,389,109,40,14,5,43,38,0,0.367117117,0.390745501,0.336737335,115.7801943,1.16999549
27815,Jordan Westburg,BAL,24,67,225,205,54,16,1,3,26,23,4,0.315555555,0.409756097,0.312829496,100.1201688,1.142218523
14162,Carlos Correa,MIN,28,135,580,514,118,59,4,18,60,65,0,0.312068965,0.398832684,0.308534398,96.22311214,1.136836449
19734,Josh Rojas,- - -,29,104,347,311,77,27,1,4,47,40,12,0.306122448,0.340836012,0.285973112,79.25082811,1.128145297
16376,Michael Conforto,SFG,30,124,466,403,97,52,7,15,58,58,4,0.334763948,0.387096774,0.315918206,100.5037173,1.126704362
21614,Kyle Isbel,KCR,26,91,313,292,70,17,1,5,45,34,7,0.282051282,0.380136986,0.286053053,75.06327967,1.121238352
9874,DJ LeMahieu,NYY,34,135,558,494,120,59,3,15,54,44,2,0.326164874,0.390688259,0.313950704,100.721605,1.091508645
27690,Joey Wiemer,MIL,24,132,410,367,75,36,5,13,48,42,11,0.282926829,0.36239782,0.283656171,74.87211223,1.078927328
22217,Luis Campusano,SDP,24,49,174,163,52,7,3,7,27,30,0,0.356321839,0.490797546,0.363854441,134.1671974,1.070234293
13768,Travis Jankowski,TEX,32,107,287,247,65,35,2,1,34,30,19,0.356643356,0.331983805,0.312280147,95.19934587,1.058125336
18030,Harrison Bader,- - -,29,98,344,319,74,17,3,7,44,40,20,0.274052478,0.347962382,0.27073486,70.00824725,1.049013246
23800,Parker Meadows,DET,23,36,140,121,30,16,2,3,18,13,8,0.342857142,0.388429752,0.320461608,102.82934,1.043198616
19921,Blake Perkins,MIL,26,66,167,142,31,23,0,4,28,20,5,0.327272727,0.352112676,0.305298317,89.36851143,1.040998593
19806,Jason Delay,PIT,28,69,184,164,42,14,3,1,20,18,0,0.324175824,0.353658536,0.30090123,85.23928082,1.035644798
19339,Nicky Lopez,- - -,28,93,258,223,52,25,5,1,30,25,6,0.322834645,0.30941704,0.287345683,75.86062422,1.032256141
